BveTs Vehicle Performance Table 1.00,,,,,
#,,,,,
0,55.00573214,82.5788838,82.5788838,82.5788838,87.6587268
5,47.94176786,82.5788838,82.5788838,82.5788838,87.6587268
10,40.87779464,82.5788838,82.5788838,82.5788838,87.6587268
15,33.81383036,82.5788838,82.5788838,82.5788838,87.6587268
20,26.74985714,76.3609944,82.5788838,82.5788838,87.6587268
25,23.54848214,65.1687996,82.5788838,82.5788838,87.6587268
30,21.80946429,57.7073364,82.5788838,82.5788838,87.6587268
35,20.76088393,52.377714,82.5788838,82.5788838,87.6587268
40,20.08032143,48.3804972,81.024414,82.5788838,87.6587268
45,19.61372321,45.2715576,74.2883646,82.5788838,87.6587268
50,19.27997321,42.7843998,68.8995312,82.5788838,87.6587268
55,19.03303571,40.7494488,64.4904894,82.5788838,87.6587268
60,18.84522321,39.0536682,60.816276,82.5788838,87.6587268
65,18.69905357,37.618773,57.7073364,82.578894,87.6587371
70,18.58308036,36.388857,55.0425252,82.5788838,87.6587268
75,18.52514286,35.3229366,52.7330208,82.5788838,84.9763802
80,18.48339286,34.3902486,50.712207,79.4699442,80.9528603
85,18.44655357,33.5672922,48.9291348,75.9952326,77.4026872
90,18.41380357,32.8357788,47.3441874,72.9066114,74.2469835
95,18.38450893,32.1812652,45.9260712,70.143105,71.4234548
100,18.35814286,31.5921948,44.6497656,67.6559472,68.88228
105,18.33428571,31.0592346,43.4950134,65.4056742,66.5831243
110,18.31259821,30.5747244,42.4452396,63.3599622,64.4929865
115,18.29279464,30.1323504,41.4867558,61.492128,62.5846025
120,18.27464286,29.726829,40.608138,59.7799662,60.8352402
125,18.2579375,29.353764,39.7998084,58.20477,59.225824
130,18.24252679,29.0093814,39.0536682,56.7507294,57.7402138
135,18.22825,28.6905192,38.3627916,55.404411,56.3646591
140,18.215,28.3944336,37.7212626,54.154248,55.0873458
145,18.20266071,28.1187582,37.123971,52.9903158,53.8981284
150,18.19114286,27.8614632,36.5665104,51.903975,52.7881901
155,18.18036607,27.6207738,36.045015,50.8877184,51.7498574
160,18.17026786,27.3951294,35.5560984,49.9349772,50.776425
