BveTs Vehicle Performance Table 1.00,,,,
#,,,,
0,41708.016,90550.287,90550.287,90550.287
5,32927.375,90550.287,90550.287,90550.287
10,12826.134,90550.287,90550.287,90550.287
15,6437.84605,72440.225,90550.287,90550.287
20,3947.70505,54330.1745,90550.287,90550.287
25,2701.45465,41386.292,90550.287,90550.287
30,1981.4799,27711.3545,90550.287,90550.287
35,1524.68495,19741.2565,77614.5235,90550.287
40,1215.0486,14716.09,67912.7095,90550.287
45,994.567955,11356.8273,55762.3155,90550.287
50,831.47024,9007.214,44459.253,90550.287
55,707.09728,7303.42575,36221.619,82318.4375
60,609.87191,6031.03355,30041.565,75458.5725
65,532.28348,5057.2584,25292.0535,69654.0625
70,469.276705,4296.4414,21566.8585,61906.823
75,417.34144,3691.38845,18593.706,53927.7205
80,373.97517,3202.77645,16184.686,47397.411
85,337.352155,2802.8697,14206.824,41985.2465
90,306.11413,2471.67315,12563.957,37449.8075
95,279.23219,2194.4852,11185.15415,33611.464
100,255.91502,1960.3084,10017.2314,30334.3435
105,235.544955,1760.7926,9019.6708,27514.141
110,217.63474,1589.5001,8161.1889,25069.701
115,201.794525,1441.41575,7417.32635,22937.118
120,187.710015,1312.5801,6768.74245,21065.516
125,175.12522,1199.83755,6199.9927,19413.978
130,163.82946,1100.64982,5698.61685,17949.315
135,153.64851,1012.95519,5254.4834,16644.364
140,144.436895,935.067185,4859.2859,15476.7115
145,136.07237,865.595225,4506.15885,14427.7505
150,128.451895,803.38494,4189.3971,13481.933
155,121.48761,747.471825,3904.2224,12626.1605
160,115.104305,697.044555,3646.6132,11849.3585
