BveTs Vehicle Performance Table 1.00
#
0,56.84848,100,100,100
5,49.09091,100,100,100
10,31.33172,100,100,100
15,25.68775,84,100,100
20,23.48775,68,100,100
25,22.3867,56.56425,100,100
30,21.75061,44.48262,100,100
35,21.34704,37.44115,88.57143,100
40,21.07348,33.00148,80,100
45,20.87869,30.03361,69.26529,100
50,20.73459,27.95776,59.27917,100
55,20.68718,27.09773,55.20147,100
60,20.64658,26.39401,51.8496,100
65,20.61135,25.80843,49.04876,100
70,20.58044,25.31419,46.67566,96.57143
75,20.55307,24.89194,44.64095,91.46667
80,20.52864,24.52738,42.87833,87
85,20.50668,24.20971,41.33763,83.05882
90,20.48681,23.93064,39.98016,79.55556
95,20.46873,23.68372,38.77568,76.42105
100,20.45219,23.46382,37.70019,73.6
105,20.43701,23.26684,36.7344,71.04762
110,20.42301,23.08947,35.86267,68.72727
115,20.41005,22.92899,35.07215,66.6087
120,20.39801,22.78315,34.35223,64.66666
125,20.3868,22.6501,33.69403,62.88
130,20.37633,22.52826,33.0901,61.23077
135,20.36652,22.41632,32.53412,59.7037
140,20.3573,22.31314,32.02073,58.28571
145,20.34863,22.21775,31.54528,56.96552
150,20.34046,22.12934,31.10383,55.73333
155,20.33273,22.04718,30.69292,54.58065
160,20.32542,21.97066,30.30955,53.5
