BveTs Vehicle Performance Table 1.00,,,,
#,,,,
0,27805.344,60366.858,60366.858,60366.858
5,21951.5795,60366.858,60366.858,60366.858
10,8550.75485,60366.858,60366.858,60366.858
15,4291.89775,48293.4795,60366.858,60366.858
20,2631.80375,36220.1125,60366.858,60366.858
25,1800.97015,27590.8575,60366.858,60366.858
30,1320.9866,18474.2325,60366.858,60366.858
35,1016.45648,13160.8415,51743.0195,60366.858
40,810.032515,9810.72935,45275.1435,60366.858
45,663.045265,7571.2182,37174.877,60366.858
50,554.313455,6004.8101,29639.502,60366.858
55,471.39811,4868.9505,24147.746,54878.9545
60,406.581235,4020.68865,20027.71,50305.715
65,354.85573,3371.5056,16861.369,46436.0455
70,312.851175,2864.2935,14377.9095,41271.223
75,278.227665,2460.92525,12395.804,35951.8175
80,249.31678,2135.1843,10789.7899,31598.274
85,224.901475,1868.5798,9471.21715,27990.172
90,204.076125,1647.7821,8375.96865,24966.5345
95,186.15487,1462.98975,7456.76905,22407.6465
100,170.609975,1306.87265,6678.1535,20222.8995
105,157.02997,1173.86135,6013.11425,18342.7645
110,145.08975,1059.666925,5440.7926,16713.134
115,134.529645,960.943795,4944.88385,15291.412
120,125.14001,875.053285,4512.49535,14043.6735
125,116.750185,799.8917,4133.3277,12942.652
130,109.21964,733.766585,3799.0779,11966.21
135,102.4323285,675.30346,3502.9897,11096.2396
140,96.2912365,623.378085,3239.52355,10317.8046
145,90.714944,577.06356,3004.1059,9618.49995
150,85.6346005,535.58996,2792.9314,8987.9538
155,80.9917055,498.31455,2602.81455,8417.4388
160,76.736234,464.69637,2431.07585,7899.5685
