BveTs Vehicle Performance Table 1.00,,,,
#,,,,
0,111.272724,120,120,120
5,58.909092,120,120,120
10,37.598064,120,120,120
15,30.8253,100.8,120,120
20,28.1853,81.6,120,120
25,26.86404,67.8771,120,120
30,26.100732,53.379144,120,120
35,25.616448,44.92938,106.285716,120
40,25.288176,39.601776,96,120
45,25.054428,36.040332,83.118348,120
50,24.881508,33.549312,71.135004,120
55,24.824616,32.517276,66.241764,120
60,24.775896,31.672812,62.21952,120
65,24.73362,30.970116,58.858512,120
70,24.696528,30.377028,56.010792,120
75,24.663684,29.870328,53.56914,120
80,24.634368,29.432856,51.453996,120
85,24.608016,29.051652,49.605156,120
90,24.584172,28.716768,47.976192,115.885716
95,24.562476,28.420464,46.530816,109.760004
100,24.542628,28.156584,45.240228,104.4
105,24.524412,27.920208,44.08128,99.670584
110,24.507612,27.707364,43.035204,95.466672
115,24.49206,27.514788,42.08658,91.70526
120,24.477612,27.33978,41.222676,88.32
125,24.46416,27.18012,40.432836,85.257144
130,24.451596,27.033912,39.70812,82.472724
135,24.439824,26.899584,39.040956,79.93044
140,24.42876,26.775768,38.424876,77.599992
145,24.418356,26.6613,37.854336,75.456
150,24.408552,26.555208,37.324596,73.476924
155,24.399276,26.456616,36.831504,71.64444
160,24.390504,26.364792,36.37146,69.942852
