BveTs Vehicle Performance Table 1.00
#
0,26773.11,58125.84,58125.84,58125.84
5,21136.67,58125.84,58125.84,58125.84
10,8233.322,58125.84,58125.84,58125.84
15,4132.568,46500.67,58125.84,58125.84
20,2534.102,34875.5,58125.84,58125.84
25,1734.112,26566.6,58125.84,58125.84
30,1271.947,17788.41,58125.84,58125.84
35,978.7222,12672.27,49822.14,58125.84
40,779.9614,9446.522,43594.38,58125.84
45,638.4308,7290.149,33841.73,58125.84
50,533.7355,5781.891,26981.98,58125.84
55,453.8983,4688.199,21982.63,52841.67
60,391.4876,3871.428,18232,48438.2
65,341.6823,3246.344,15349.55,41272.78
70,301.2371,2757.962,13088.76,35587.25
75,267.8989,2369.568,11284.38,31000.45
80,240.0613,2055.919,9822.362,27246.48
85,216.5524,1799.212,8622.014,24135.29
90,196.5001,1586.611,7624.968,21528.09
95,179.2441,1408.679,6788.185,19321.61
100,164.2764,1258.357,6079.381,17437.75
105,151.2005,1130.284,5473.97,15816.55
110,139.7036,1020.328,4952.963,14411.36
115,129.5355,925.2704,4501.519,13185.44
120,120.4944,842.5684,4107.899,12109.55
125,112.416,770.1971,3762.728,11160.16
130,105.165,706.5267,3458.447,10318.2
135,98.62969,650.2339,3188.906,9568.039
140,92.71658,600.2363,2949.063,8896.812
145,87.34731,555.641,2734.753,8293.817
150,82.45556,515.7071,2542.513,7750.111
155,77.98502,479.8154,2369.443,7258.169
160,73.88752,447.4453,2213.102,6811.621
