BveTs Vehicle Performance Table 1.00
#
0,75.27273,140,140,140
5,63.63636,140,140,140
10,36.99758,140,140,140
15,28.53163,116,140,140
20,25.23162,92,140,140
25,23.58005,74.84637,140,140
30,22.62592,56.72394,140,140
35,22.02056,46.16172,122.8571,140
40,21.61022,39.50222,110,140
45,21.31803,35.05042,89.86579,140
50,21.10189,31.93664,75.70394,140
55,21.03077,30.6466,69.92113,140
60,20.96986,29.59101,65.16765,140
65,20.91702,28.71264,61.19563,130.7692
70,20.87066,27.97128,57.83021,122.8571
75,20.82961,27.33791,54.94467,116
80,20.79296,26.79107,52.44501,110
85,20.76002,26.31456,50.26005,104.7059
90,20.73021,25.89597,48.33495,100
95,20.70309,25.52558,46.62682,95.78947
100,20.67829,25.19572,45.1016,92
105,20.65552,24.90026,43.73197,88.57143
110,20.63451,24.6342,42.49571,85.45454
115,20.61508,24.39348,41.37465,82.6087
120,20.59702,24.17473,40.35368,80
125,20.5802,23.97515,39.42025,77.60001
130,20.56449,23.7924,38.56379,75.38461
135,20.54977,23.62448,37.77533,73.33334
140,20.53595,23.4697,37.04724,71.42857
145,20.52295,23.32663,36.373,69.65517
150,20.51068,23.19401,35.74695,68
155,20.4991,23.07077,35.16422,66.45161
160,20.48813,22.95598,34.62054,65
